,country,year,sex,age,cases
13522,LB,2004,m,55-64,8
33114,LB,2004,f,65+,4
15971,LB,2004,m,65+,6
18421,LB,2005,f,0-14,1
1278,LB,2005,m,0-14,0
20870,LB,2005,f,15-24,25
3727,LB,2005,m,15-24,12
23319,LB,2005,f,25-34,14
6176,LB,2005,m,25-34,19
25768,LB,2005,f,35-44,8
8625,LB,2005,m,35-44,15
28217,LB,2005,f,45-54,3
11074,LB,2005,m,45-54,10
30666,LB,2005,f,55-64,3
13523,LB,2005,m,55-64,12
33115,LB,2005,f,65+,1
15972,LB,2005,m,65+,8
18422,LB,2006,f,0-14,1
1279,LB,2006,m,0-14,0
20871,LB,2006,f,15-24,16
3728,LB,2006,m,15-24,11
23320,LB,2006,f,25-34,12
6177,LB,2006,m,25-34,12
25769,LB,2006,f,35-44,5
8626,LB,2006,m,35-44,18
28218,LB,2006,f,45-54,2
11075,LB,2006,m,45-54,14
30667,LB,2006,f,55-64,2
13524,LB,2006,m,55-64,10
33116,LB,2006,f,65+,1
15973,LB,2006,m,65+,8
18423,LB,2007,f,0-14,1
1280,LB,2007,m,0-14,0
20872,LB,2007,f,15-24,17
3729,LB,2007,m,15-24,12
23321,LB,2007,f,25-34,30
6178,LB,2007,m,25-34,19
25770,LB,2007,f,35-44,13
8627,LB,2007,m,35-44,13
28219,LB,2007,f,45-54,5
11076,LB,2007,m,45-54,12
30668,LB,2007,f,55-64,3
13525,LB,2007,m,55-64,11
33117,LB,2007,f,65+,2
15974,LB,2007,m,65+,5
18424,LB,2008,f,0-14,2
1281,LB,2008,m,0-14,1
20873,LB,2008,f,15-24,24
3730,LB,2008,m,15-24,9
23322,LB,2008,f,25-34,32
6179,LB,2008,m,25-34,14
25771,LB,2008,f,35-44,15
8628,LB,2008,m,35-44,12
28220,LB,2008,f,45-54,7
11077,LB,2008,m,45-54,17
30669,LB,2008,f,55-64,3
13526,LB,2008,m,55-64,14
33118,LB,2008,f,65+,2
15975,LB,2008,m,65+,6
18425,LC,1997,f,0-14,1
1282,LC,1997,m,0-14,0
20874,LC,1997,f,15-24,1
3731,LC,1997,m,15-24,0
23323,LC,1997,f,25-34,3
6180,LC,1997,m,25-34,1
25772,LC,1997,f,35-44,0
8629,LC,1997,m,35-44,2
28221,LC,1997,f,45-54,0
11078,LC,1997,m,45-54,0
30670,LC,1997,f,55-64,0
13527,LC,1997,m,55-64,1
33119,LC,1997,f,65+,1
15976,LC,1997,m,65+,1
18426,LC,1998,f,0-14,0
1283,LC,1998,m,0-14,0
20875,LC,1998,f,15-24,3
3732,LC,1998,m,15-24,2
23324,LC,1998,f,25-34,2
6181,LC,1998,m,25-34,1
25773,LC,1998,f,35-44,0
8630,LC,1998,m,35-44,1
28222,LC,1998,f,45-54,0
11079,LC,1998,m,45-54,0
30671,LC,1998,f,55-64,1
13528,LC,1998,m,55-64,0
33120,LC,1998,f,65+,1
15977,LC,1998,m,65+,1
18427,LC,1999,f,0-14,0
1284,LC,1999,m,0-14,0
20876,LC,1999,f,15-24,1
3733,LC,1999,m,15-24,1
23325,LC,1999,f,25-34,1
6182,LC,1999,m,25-34,0
25774,LC,1999,f,35-44,0
8631,LC,1999,m,35-44,0
28223,LC,1999,f,45-54,0
11080,LC,1999,m,45-54,3
30672,LC,1999,f,55-64,0
13529,LC,1999,m,55-64,3
33121,LC,1999,f,65+,0
15978,LC,1999,m,65+,0
18428,LC,2000,f,0-14,0
1285,LC,2000,m,0-14,0
20877,LC,2000,f,15-24,1
3734,LC,2000,m,15-24,0
23326,LC,2000,f,25-34,0
6183,LC,2000,m,25-34,0
25775,LC,2000,f,35-44,1
8632,LC,2000,m,35-44,1
28224,LC,2000,f,45-54,0
11081,LC,2000,m,45-54,0
30673,LC,2000,f,55-64,1
13530,LC,2000,m,55-64,1
33122,LC,2000,f,65+,0
15979,LC,2000,m,65+,2
18429,LC,2001,f,0-14,0
1286,LC,2001,m,0-14,0
20878,LC,2001,f,15-24,0
3735,LC,2001,m,15-24,1
23327,LC,2001,f,25-34,0
6184,LC,2001,m,25-34,1
25776,LC,2001,f,35-44,0
8633,LC,2001,m,35-44,0
28225,LC,2001,f,45-54,0
11082,LC,2001,m,45-54,1
30674,LC,2001,f,55-64,0
13531,LC,2001,m,55-64,3
33123,LC,2001,f,65+,0
15980,LC,2001,m,65+,0
18430,LC,2002,f,0-14,0
1287,LC,2002,m,0-14,0
20879,LC,2002,f,15-24,0
3736,LC,2002,m,15-24,0
23328,LC,2002,f,25-34,0
6185,LC,2002,m,25-34,1
25777,LC,2002,f,35-44,0
8634,LC,2002,m,35-44,1
28226,LC,2002,f,45-54,1
11083,LC,2002,m,45-54,1
30675,LC,2002,f,55-64,1
13532,LC,2002,m,55-64,2
33124,LC,2002,f,65+,0
15981,LC,2002,m,65+,1
18431,LC,2003,f,0-14,0
1288,LC,2003,m,0-14,0
20880,LC,2003,f,15-24,1
3737,LC,2003,m,15-24,0
23329,LC,2003,f,25-34,1
6186,LC,2003,m,25-34,0
25778,LC,2003,f,35-44,0
8635,LC,2003,m,35-44,1
28227,LC,2003,f,45-54,3
11084,LC,2003,m,45-54,2
30676,LC,2003,f,55-64,2
13533,LC,2003,m,55-64,2
33125,LC,2003,f,65+,1
15982,LC,2003,m,65+,2
18432,LC,2004,f,0-14,0
1289,LC,2004,m,0-14,0
20881,LC,2004,f,15-24,2
3738,LC,2004,m,15-24,0
23330,LC,2004,f,25-34,3
6187,LC,2004,m,25-34,0
25779,LC,2004,f,35-44,0
8636,LC,2004,m,35-44,1
28228,LC,2004,f,45-54,0
11085,LC,2004,m,45-54,2
30677,LC,2004,f,55-64,0
13534,LC,2004,m,55-64,2
33126,LC,2004,f,65+,3
15983,LC,2004,m,65+,2
18433,LC,2005,f,0-14,1
1290,LC,2005,m,0-14,0
20882,LC,2005,f,15-24,1
3739,LC,2005,m,15-24,0
23331,LC,2005,f,25-34,0
6188,LC,2005,m,25-34,0
25780,LC,2005,f,35-44,1
8637,LC,2005,m,35-44,0
28229,LC,2005,f,45-54,1
11086,LC,2005,m,45-54,2
30678,LC,2005,f,55-64,0
13535,LC,2005,m,55-64,1
33127,LC,2005,f,65+,2
15984,LC,2005,m,65+,2
18434,LC,2006,f,0-14,0
1291,LC,2006,m,0-14,0
20883,LC,2006,f,15-24,0
3740,LC,2006,m,15-24,0
23332,LC,2006,f,25-34,0
6189,LC,2006,m,25-34,0
25781,LC,2006,f,35-44,0
8638,LC,2006,m,35-44,0
28230,LC,2006,f,45-54,0
11087,LC,2006,m,45-54,3
30679,LC,2006,f,55-64,1
13536,LC,2006,m,55-64,5
33128,LC,2006,f,65+,1
15985,LC,2006,m,65+,5
18435,LC,2007,f,0-14,0
1292,LC,2007,m,0-14,0
20884,LC,2007,f,15-24,0
3741,LC,2007,m,15-24,0
23333,LC,2007,f,25-34,0
6190,LC,2007,m,25-34,3
25782,LC,2007,f,35-44,0
8639,LC,2007,m,35-44,3
28231,LC,2007,f,45-54,1
11088,LC,2007,m,45-54,2
30680,LC,2007,f,55-64,0
13537,LC,2007,m,55-64,4
33129,LC,2007,f,65+,1
15986,LC,2007,m,65+,3
18436,LC,2008,f,0-14,1
1293,LC,2008,m,0-14,0
20885,LC,2008,f,15-24,0
3742,LC,2008,m,15-24,2
23334,LC,2008,f,25-34,1
6191,LC,2008,m,25-34,0
25783,LC,2008,f,35-44,3
8640,LC,2008,m,35-44,2
28232,LC,2008,f,45-54,2
11089,LC,2008,m,45-54,2
30681,LC,2008,f,55-64,1
13538,LC,2008,m,55-64,2
33130,LC,2008,f,65+,2
15987,LC,2008,m,65+,1
18437,LK,1995,f,0-14,15
1294,LK,1995,m,0-14,10
20886,LK,1995,f,15-24,207
3743,LK,1995,m,15-24,163
23335,LK,1995,f,25-34,206
6192,LK,1995,m,25-34,361
25784,LK,1995,f,35-44,142
8641,LK,1995,m,35-44,519
28233,LK,1995,f,45-54,122
11090,LK,1995,m,45-54,521
30682,LK,1995,f,55-64,81
13539,LK,1995,m,55-64,365
33131,LK,1995,f,65+,56
15988,LK,1995,m,65+,261
18438,LK,1996,f,0-14,18
1295,LK,1996,m,0-14,10
20887,LK,1996,f,15-24,197
3744,LK,1996,m,15-24,163
23336,LK,1996,f,25-34,168
6193,LK,1996,m,25-34,327
25785,LK,1996,f,35-44,147
8642,LK,1996,m,35-44,491
28234,LK,1996,f,45-54,133
11091,LK,1996,m,45-54,523
30683,LK,1996,f,55-64,111
13540,LK,1996,m,55-64,355
33132,LK,1996,f,65+,62
15989,LK,1996,m,65+,253
18439,LK,1997,f,0-14,23
1296,LK,1997,m,0-14,11
20888,LK,1997,f,15-24,245
3745,LK,1997,m,15-24,215
23337,LK,1997,f,25-34,217
6194,LK,1997,m,25-34,390
25786,LK,1997,f,35-44,173
8643,LK,1997,m,35-44,596
28235,LK,1997,f,45-54,176
11092,LK,1997,m,45-54,623
30684,LK,1997,f,55-64,89
13541,LK,1997,m,55-64,396
33133,LK,1997,f,65+,81
15990,LK,1997,m,65+,271
18440,LK,1998,f,0-14,22
1297,LK,1998,m,0-14,7
20889,LK,1998,f,15-24,228
3746,LK,1998,m,15-24,237
23338,LK,1998,f,25-34,235
6195,LK,1998,m,25-34,430
25787,LK,1998,f,35-44,169
8644,LK,1998,m,35-44,628
28236,LK,1998,f,45-54,173
11093,LK,1998,m,45-54,663
30685,LK,1998,f,55-64,119
13542,LK,1998,m,55-64,445
33134,LK,1998,f,65+,87
15991,LK,1998,m,65+,304
18441,LK,1999,f,0-14,10
1298,LK,1999,m,0-14,8
20890,LK,1999,f,15-24,264
3747,LK,1999,m,15-24,255
23339,LK,1999,f,25-34,231
6196,LK,1999,m,25-34,406
25788,LK,1999,f,35-44,168
8645,LK,1999,m,35-44,621
28237,LK,1999,f,45-54,148
11094,LK,1999,m,45-54,646
30686,LK,1999,f,55-64,126
13543,LK,1999,m,55-64,440
33135,LK,1999,f,65+,101
15992,LK,1999,m,65+,325
18442,LK,2000,f,0-14,23
1299,LK,2000,m,0-14,25
20891,LK,2000,f,15-24,312
3748,LK,2000,m,15-24,266
23340,LK,2000,f,25-34,264
6197,LK,2000,m,25-34,459
25789,LK,2000,f,35-44,176
8646,LK,2000,m,35-44,695
28238,LK,2000,f,45-54,202
11095,LK,2000,m,45-54,793
30687,LK,2000,f,55-64,144
13544,LK,2000,m,55-64,484
33136,LK,2000,f,65+,113
15993,LK,2000,m,65+,360
18443,LK,2001,f,0-14,18
1300,LK,2001,m,0-14,6
20892,LK,2001,f,15-24,296
3749,LK,2001,m,15-24,284
23341,LK,2001,f,25-34,247
6198,LK,2001,m,25-34,446
25790,LK,2001,f,35-44,194
8647,LK,2001,m,35-44,713
28239,LK,2001,f,45-54,174
11096,LK,2001,m,45-54,779
30688,LK,2001,f,55-64,156
13545,LK,2001,m,55-64,528
33137,LK,2001,f,65+,131
15994,LK,2001,m,65+,336
18444,LK,2002,f,0-14,19
1301,LK,2002,m,0-14,11
20893,LK,2002,f,15-24,320
3750,LK,2002,m,15-24,287
23342,LK,2002,f,25-34,248
6199,LK,2002,m,25-34,411
25791,LK,2002,f,35-44,205
8648,LK,2002,m,35-44,682
28240,LK,2002,f,45-54,151
11097,LK,2002,m,45-54,788
30689,LK,2002,f,55-64,151
13546,LK,2002,m,55-64,551
33138,LK,2002,f,65+,107
15995,LK,2002,m,65+,366
18445,LK,2003,f,0-14,14
1302,LK,2003,m,0-14,12
20894,LK,2003,f,15-24,305
3751,LK,2003,m,15-24,311
23343,LK,2003,f,25-34,218
6200,LK,2003,m,25-34,467
25792,LK,2003,f,35-44,186
8649,LK,2003,m,35-44,694
28241,LK,2003,f,45-54,187
11098,LK,2003,m,45-54,791
30690,LK,2003,f,55-64,132
13547,LK,2003,m,55-64,495
33139,LK,2003,f,65+,120
15996,LK,2003,m,65+,389
18446,LK,2004,f,0-14,18
1303,LK,2004,m,0-14,6
20895,LK,2004,f,15-24,263
3752,LK,2004,m,15-24,358
23344,LK,2004,f,25-34,237
6201,LK,2004,m,25-34,472
25793,LK,2004,f,35-44,192
8650,LK,2004,m,35-44,664
28242,LK,2004,f,45-54,176
11099,LK,2004,m,45-54,800
30691,LK,2004,f,55-64,122
13548,LK,2004,m,55-64,521
33140,LK,2004,f,65+,102
15997,LK,2004,m,65+,371
18447,LK,2005,f,0-14,19
1304,LK,2005,m,0-14,9
20896,LK,2005,f,15-24,295
3753,LK,2005,m,15-24,341
23345,LK,2005,f,25-34,261
6202,LK,2005,m,25-34,520
25794,LK,2005,f,35-44,189
8651,LK,2005,m,35-44,724
28243,LK,2005,f,45-54,200
11100,LK,2005,m,45-54,918
30692,LK,2005,f,55-64,154
13549,LK,2005,m,55-64,657
33141,LK,2005,f,65+,130
15998,LK,2005,m,65+,424
18448,LK,2006,f,0-14,13
1305,LK,2006,m,0-14,8
20897,LK,2006,f,15-24,301
3754,LK,2006,m,15-24,342
23346,LK,2006,f,25-34,248
6203,LK,2006,m,25-34,496
25795,LK,2006,f,35-44,178
8652,LK,2006,m,35-44,600
28244,LK,2006,f,45-54,189
11101,LK,2006,m,45-54,816
30693,LK,2006,f,55-64,157
13550,LK,2006,m,55-64,563
33142,LK,2006,f,65+,129
15999,LK,2006,m,65+,402
18449,LK,2007,f,0-14,16
1306,LK,2007,m,0-14,10
20898,LK,2007,f,15-24,279
3755,LK,2007,m,15-24,288
23347,LK,2007,f,25-34,228
6204,LK,2007,m,25-34,477
25796,LK,2007,f,35-44,183
8653,LK,2007,m,35-44,664
28245,LK,2007,f,45-54,182
11102,LK,2007,m,45-54,802
30694,LK,2007,f,55-64,176
13551,LK,2007,m,55-64,649
33143,LK,2007,f,65+,111
16000,LK,2007,m,65+,412
18450,LK,2008,f,0-14,26
1307,LK,2008,m,0-14,11
20899,LK,2008,f,15-24,298
3756,LK,2008,m,15-24,283
23348,LK,2008,f,25-34,288
6205,LK,2008,m,25-34,488
25797,LK,2008,f,35-44,183
8654,LK,2008,m,35-44,717
28246,LK,2008,f,45-54,173
11103,LK,2008,m,45-54,810
30695,LK,2008,f,55-64,172
13552,LK,2008,m,55-64,649
33144,LK,2008,f,65+,133
16001,LK,2008,m,65+,415
18451,LR,1996,f,0-14,44
1308,LR,1996,m,0-14,38
20900,LR,1996,f,15-24,72
3757,LR,1996,m,15-24,69
23349,LR,1996,f,25-34,78
6206,LR,1996,m,25-34,105
25798,LR,1996,f,35-44,51
8655,LR,1996,m,35-44,84
28247,LR,1996,f,45-54,24
11104,LR,1996,m,45-54,42
30696,LR,1996,f,55-64,12
13553,LR,1996,m,55-64,33
33145,LR,1996,f,65+,7
16002,LR,1996,m,65+,9
18452,LR,1998,f,0-14,18
1309,LR,1998,m,0-14,18
20901,LR,1998,f,15-24,164
3758,LR,1998,m,15-24,150
23350,LR,1998,f,25-34,160
6207,LR,1998,m,25-34,229
25799,LR,1998,f,35-44,98
8656,LR,1998,m,35-44,158
28248,LR,1998,f,45-54,45
11105,LR,1998,m,45-54,72
30697,LR,1998,f,55-64,17
13554,LR,1998,m,55-64,34
33146,LR,1998,f,65+,16
16003,LR,1998,m,65+,11
18453,LR,2000,f,0-14,21
1310,LR,2000,m,0-14,12
20902,LR,2000,f,15-24,140
3759,LR,2000,m,15-24,133
23351,LR,2000,f,25-34,149
6208,LR,2000,m,25-34,196
25800,LR,2000,f,35-44,88
8657,LR,2000,m,35-44,127
28249,LR,2000,f,45-54,28
11106,LR,2000,m,45-54,52
30698,LR,2000,f,55-64,16
13555,LR,2000,m,55-64,17
33147,LR,2000,f,65+,16
16004,LR,2000,m,65+,26
18454,LR,2001,f,0-14,18
1311,LR,2001,m,0-14,16
20903,LR,2001,f,15-24,108
3760,LR,2001,m,15-24,111
23352,LR,2001,f,25-34,143
6209,LR,2001,m,25-34,174
25801,LR,2001,f,35-44,77
8658,LR,2001,m,35-44,132
28250,LR,2001,f,45-54,35
11107,LR,2001,m,45-54,63
30699,LR,2001,f,55-64,17
13556,LR,2001,m,55-64,17
33148,LR,2001,f,65+,12
16005,LR,2001,m,65+,11
18455,LR,2002,f,0-14,26
1312,LR,2002,m,0-14,20
20904,LR,2002,f,15-24,256
3761,LR,2002,m,15-24,252
23353,LR,2002,f,25-34,250
6210,LR,2002,m,25-34,315
25802,LR,2002,f,35-44,150
8659,LR,2002,m,35-44,295
28251,LR,2002,f,45-54,86
11108,LR,2002,m,45-54,143
30700,LR,2002,f,55-64,41
13557,LR,2002,m,55-64,60
33149,LR,2002,f,65+,26
16006,LR,2002,m,65+,44
18456,LR,2003,f,0-14,12
1313,LR,2003,m,0-14,5
20905,LR,2003,f,15-24,148
3762,LR,2003,m,15-24,180
23354,LR,2003,f,25-34,180
6211,LR,2003,m,25-34,215
25803,LR,2003,f,35-44,109
8660,LR,2003,m,35-44,204
28252,LR,2003,f,45-54,43
11109,LR,2003,m,45-54,99
30701,LR,2003,f,55-64,30
13558,LR,2003,m,55-64,49
33150,LR,2003,f,65+,22
16007,LR,2003,m,65+,23
18457,LR,2004,f,0-14,39
1314,LR,2004,m,0-14,32
20906,LR,2004,f,15-24,268
3763,LR,2004,m,15-24,333
23355,LR,2004,f,25-34,397
6212,LR,2004,m,25-34,427
25804,LR,2004,f,35-44,183
8661,LR,2004,m,35-44,285
28253,LR,2004,f,45-54,123
11110,LR,2004,m,45-54,198
30702,LR,2004,f,55-64,41
13559,LR,2004,m,55-64,71
33151,LR,2004,f,65+,42
16008,LR,2004,m,65+,51
18458,LR,2005,f,0-14,37
1315,LR,2005,m,0-14,26
20907,LR,2005,f,15-24,232
3764,LR,2005,m,15-24,240
23356,LR,2005,f,25-34,297
6213,LR,2005,m,25-34,352
25805,LR,2005,f,35-44,171
8662,LR,2005,m,35-44,333
28254,LR,2005,f,45-54,108
11111,LR,2005,m,45-54,155
30703,LR,2005,f,55-64,52
13560,LR,2005,m,55-64,74
33152,LR,2005,f,65+,25
16009,LR,2005,m,65+,65
18459,LR,2006,f,0-14,55
1316,LR,2006,m,0-14,59
20908,LR,2006,f,15-24,292
3765,LR,2006,m,15-24,324
23357,LR,2006,f,25-34,371
6214,LR,2006,m,25-34,442
25806,LR,2006,f,35-44,242
8663,LR,2006,m,35-44,371
28255,LR,2006,f,45-54,125
11112,LR,2006,m,45-54,250
30704,LR,2006,f,55-64,85
13561,LR,2006,m,55-64,125
33153,LR,2006,f,65+,68
16010,LR,2006,m,65+,97
18460,LR,2008,f,0-14,56
1317,LR,2008,m,0-14,107
20909,LR,2008,f,15-24,115
3766,LR,2008,m,15-24,129
23358,LR,2008,f,25-34,237
6215,LR,2008,m,25-34,412
25807,LR,2008,f,35-44,367
8664,LR,2008,m,35-44,532
28256,LR,2008,f,45-54,298
11113,LR,2008,m,45-54,308
30705,LR,2008,f,55-64,170
13562,LR,2008,m,55-64,169
33154,LR,2008,f,65+,44
16011,LR,2008,m,65+,98
18461,LS,1995,f,0-14,14
1318,LS,1995,m,0-14,9
20910,LS,1995,f,15-24,106
3767,LS,1995,m,15-24,108
23359,LS,1995,f,25-34,125
6216,LS,1995,m,25-34,214
25808,LS,1995,f,35-44,71
8665,LS,1995,m,35-44,256
28257,LS,1995,f,45-54,49
11114,LS,1995,m,45-54,189
30706,LS,1995,f,55-64,17
13563,LS,1995,m,55-64,96
33155,LS,1995,f,65+,19
16012,LS,1995,m,65+,88
18462,LS,1996,f,0-14,7
1319,LS,1996,m,0-14,12
20911,LS,1996,f,15-24,164
3768,LS,1996,m,15-24,123
23360,LS,1996,f,25-34,189
6217,LS,1996,m,25-34,272
25809,LS,1996,f,35-44,94
8666,LS,1996,m,35-44,367
28258,LS,1996,f,45-54,44
11115,LS,1996,m,45-54,223
30707,LS,1996,f,55-64,29
13564,LS,1996,m,55-64,149
33156,LS,1996,f,65+,28
16013,LS,1996,m,65+,87
18463,LS,1997,f,0-14,29
1320,LS,1997,m,0-14,11
20912,LS,1997,f,15-24,216
3769,LS,1997,m,15-24,180
23361,LS,1997,f,25-34,272
6218,LS,1997,m,25-34,392
25810,LS,1997,f,35-44,152
8667,LS,1997,m,35-44,463
28259,LS,1997,f,45-54,71
11116,LS,1997,m,45-54,307
30708,LS,1997,f,55-64,40
13565,LS,1997,m,55-64,173
33157,LS,1997,f,65+,23
16014,LS,1997,m,65+,69
18464,LS,1998,f,0-14,10
1321,LS,1998,m,0-14,6
20913,LS,1998,f,15-24,200
3770,LS,1998,m,15-24,190
23362,LS,1998,f,25-34,283
6219,LS,1998,m,25-34,407
25811,LS,1998,f,35-44,125
8668,LS,1998,m,35-44,488
28260,LS,1998,f,45-54,65
11117,LS,1998,m,45-54,372
30709,LS,1998,f,55-64,30
13566,LS,1998,m,55-64,190
33158,LS,1998,f,65+,23
16015,LS,1998,m,65+,87
18465,LS,2000,f,0-14,11
1322,LS,2000,m,0-14,8
20914,LS,2000,f,15-24,222
3771,LS,2000,m,15-24,165
23363,LS,2000,f,25-34,336
6220,LS,2000,m,25-34,458
25812,LS,2000,f,35-44,195
8669,LS,2000,m,35-44,517
28261,LS,2000,f,45-54,83
11118,LS,2000,m,45-54,395
30710,LS,2000,f,55-64,36
13567,LS,2000,m,55-64,198
33159,LS,2000,f,65+,29
16016,LS,2000,m,65+,76
18466,LS,2002,f,0-14,14
1323,LS,2002,m,0-14,10
20915,LS,2002,f,15-24,304
3772,LS,2002,m,15-24,218
23364,LS,2002,f,25-34,447
6221,LS,2002,m,25-34,547
25813,LS,2002,f,35-44,207
8670,LS,2002,m,35-44,535
28262,LS,2002,f,45-54,125
11119,LS,2002,m,45-54,347
30711,LS,2002,f,55-64,41
13568,LS,2002,m,55-64,211
33160,LS,2002,f,65+,17
16017,LS,2002,m,65+,80
18467,LS,2003,f,0-14,32
1324,LS,2003,m,0-14,10
20916,LS,2003,f,15-24,328
3773,LS,2003,m,15-24,219
23365,LS,2003,f,25-34,567
6222,LS,2003,m,25-34,614
25814,LS,2003,f,35-44,313
8671,LS,2003,m,35-44,592
28263,LS,2003,f,45-54,219
11120,LS,2003,m,45-54,466
30712,LS,2003,f,55-64,59
13569,LS,2003,m,55-64,219
33161,LS,2003,f,65+,33
16018,LS,2003,m,65+,83
18468,LS,2004,f,0-14,22
1325,LS,2004,m,0-14,29
20917,LS,2004,f,15-24,459
3774,LS,2004,m,15-24,286
23366,LS,2004,f,25-34,691
6223,LS,2004,m,25-34,728
25815,LS,2004,f,35-44,364
8672,LS,2004,m,35-44,696
28264,LS,2004,f,45-54,161
11121,LS,2004,m,45-54,448
30713,LS,2004,f,55-64,68
13570,LS,2004,m,55-64,206
33162,LS,2004,f,65+,36
16019,LS,2004,m,65+,78
18469,LS,2005,f,0-14,19
1326,LS,2005,m,0-14,32
20918,LS,2005,f,15-24,226
3775,LS,2005,m,15-24,395
23367,LS,2005,f,25-34,721
6224,LS,2005,m,25-34,695
25816,LS,2005,f,35-44,616
8673,LS,2005,m,35-44,397
28265,LS,2005,f,45-54,494
11122,LS,2005,m,45-54,148
30714,LS,2005,f,55-64,297
13571,LS,2005,m,55-64,82
33163,LS,2005,f,65+,121
16020,LS,2005,m,65+,37
18470,LS,2006,f,0-14,50
1327,LS,2006,m,0-14,33
20919,LS,2006,f,15-24,370
3776,LS,2006,m,15-24,228
23368,LS,2006,f,25-34,642
6225,LS,2006,m,25-34,628
25817,LS,2006,f,35-44,430
8674,LS,2006,m,35-44,550
28266,LS,2006,f,45-54,171
11123,LS,2006,m,45-54,440
30715,LS,2006,f,55-64,90
13572,LS,2006,m,55-64,218
33164,LS,2006,f,65+,125
16021,LS,2006,m,65+,49
18471,LS,2007,f,0-14,4
1328,LS,2007,m,0-14,6
20920,LS,2007,f,15-24,78
3777,LS,2007,m,15-24,32
23369,LS,2007,f,25-34,121
6226,LS,2007,m,25-34,135
25818,LS,2007,f,35-44,106
8675,LS,2007,m,35-44,73
28267,LS,2007,f,45-54,40
11124,LS,2007,m,45-54,87
30716,LS,2007,f,55-64,13
13573,LS,2007,m,55-64,52
33165,LS,2007,f,65+,13
16022,LS,2007,m,65+,28
18472,LS,2008,f,0-14,24
1329,LS,2008,m,0-14,21
20921,LS,2008,f,15-24,343
3778,LS,2008,m,15-24,223
23370,LS,2008,f,25-34,700
6227,LS,2008,m,25-34,615
25819,LS,2008,f,35-44,358
8676,LS,2008,m,35-44,542
28268,LS,2008,f,45-54,146
11125,LS,2008,m,45-54,380
30717,LS,2008,f,55-64,76
13574,LS,2008,m,55-64,242
33166,LS,2008,f,65+,54
16023,LS,2008,m,65+,138
18473,LT,1995,f,0-14,5
1330,LT,1995,m,0-14,4
20922,LT,1995,f,15-24,6
3779,LT,1995,m,15-24,46
23371,LT,1995,f,25-34,53
6228,LT,1995,m,25-34,132
25820,LT,1995,f,35-44,45
8677,LT,1995,m,35-44,225
28269,LT,1995,f,45-54,32
11126,LT,1995,m,45-54,176
30718,LT,1995,f,55-64,16
13575,LT,1995,m,55-64,90
33167,LT,1995,f,65+,42
16024,LT,1995,m,65+,77
18474,LT,1996,f,0-14,6
1331,LT,1996,m,0-14,2
20923,LT,1996,f,15-24,37
3780,LT,1996,m,15-24,60
23372,LT,1996,f,25-34,62
6229,LT,1996,m,25-34,133
25821,LT,1996,f,35-44,73
8678,LT,1996,m,35-44,224
28270,LT,1996,f,45-54,40
11127,LT,1996,m,45-54,206
30719,LT,1996,f,55-64,29
13576,LT,1996,m,55-64,133
33168,LT,1996,f,65+,44
16025,LT,1996,m,65+,82
18475,LT,1997,f,0-14,5
1332,LT,1997,m,0-14,2
20924,LT,1997,f,15-24,40
3781,LT,1997,m,15-24,53
23373,LT,1997,f,25-34,77
6230,LT,1997,m,25-34,136
25822,LT,1997,f,35-44,73
8679,LT,1997,m,35-44,227
28271,LT,1997,f,45-54,38
11128,LT,1997,m,45-54,213
30720,LT,1997,f,55-64,25
13577,LT,1997,m,55-64,146
33169,LT,1997,f,65+,67
16026,LT,1997,m,65+,98
18476,LT,1998,f,0-14,0
1333,LT,1998,m,0-14,0
20925,LT,1998,f,15-24,27
3782,LT,1998,m,15-24,38
23374,LT,1998,f,25-34,25
6231,LT,1998,m,25-34,77
25823,LT,1998,f,35-44,65
8680,LT,1998,m,35-44,165
28272,LT,1998,f,45-54,22
11129,LT,1998,m,45-54,163
30721,LT,1998,f,55-64,21
13578,LT,1998,m,55-64,81
33170,LT,1998,f,65+,46
16027,LT,1998,m,65+,57
18477,LT,1999,f,0-14,0
1334,LT,1999,m,0-14,0
20926,LT,1999,f,15-24,32
3783,LT,1999,m,15-24,42
23375,LT,1999,f,25-34,48
6232,LT,1999,m,25-34,90
25824,LT,1999,f,35-44,55
8681,LT,1999,m,35-44,153
28273,LT,1999,f,45-54,25
11130,LT,1999,m,45-54,22
30722,LT,1999,f,55-64,20
13579,LT,1999,m,55-64,91
33171,LT,1999,f,65+,40
16028,LT,1999,m,65+,67
18478,LT,2000,f,0-14,0
1335,LT,2000,m,0-14,1
20927,LT,2000,f,15-24,20
3784,LT,2000,m,15-24,38
23376,LT,2000,f,25-34,37
6233,LT,2000,m,25-34,97
25825,LT,2000,f,35-44,39
8682,LT,2000,m,35-44,145
28274,LT,2000,f,45-54,32
11131,LT,2000,m,45-54,155
30723,LT,2000,f,55-64,22
13580,LT,2000,m,55-64,74
33172,LT,2000,f,65+,48
16029,LT,2000,m,65+,68
18479,LT,2001,f,0-14,1
1336,LT,2001,m,0-14,0
20928,LT,2001,f,15-24,33
3785,LT,2001,m,15-24,35
23377,LT,2001,f,25-34,59
6234,LT,2001,m,25-34,112
25826,LT,2001,f,35-44,57
8683,LT,2001,m,35-44,197
28275,LT,2001,f,45-54,35
11132,LT,2001,m,45-54,155
30724,LT,2001,f,55-64,28
13581,LT,2001,m,55-64,88
33173,LT,2001,f,65+,59
16030,LT,2001,m,65+,76
